lat	lon	sza	on2	doy	points	d_lat	d_lon	ut	day	month	year	orbit
-87.35294	157.94118	64.613396	0.021011561	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	159.70589	64.46689	0.46446273	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	161.47058	64.39903	0.058859736	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	165.0	64.25307	0.6415062	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	166.76471	64.27303	0.19596782	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	168.52942	64.11228	0.32773212	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	170.29411	64.137375	0.2770169	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	172.05882	63.980793	0.16040838	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	173.82353	64.01087	0.18093291	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	175.58824	63.827415	0.64039767	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	177.35294	63.81338	0.7399305	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	179.11765	64.26107	0.3692687	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	180.88235	64.263626	0.4285995	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	182.64706	63.514584	0.045132726	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	184.41176	64.271194	0.25690582	001	2566	1.7647059	1.7647059	-0.19029045	1	1	2005	16602
-87.35294	189.70589	64.87537	0.0031434596	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	191.47058	65.01229	1.3269233	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	193.23529	64.713104	0.38448146	001	2566	1.7647059	1.7647059	-0.18612671	1	1	2005	16602
-87.35294	195.0	64.712296	0.37122092	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	196.76471	64.73585	0.4962221	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	198.52942	64.43073	0.11425519	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	200.29411	64.34867	0.325937	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	202.05882	64.48625	0.20423517	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	203.82353	64.16851	0.30429867	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
-87.35294	205.58824	64.04654	0.34794113	001	2566	1.7647059	1.7647059	-0.1777935	1	1	2005	16602
-87.35294	207.35294	64.04554	0.100554556	001	2566	1.7647059	1.7647059	-0.1777935	1	1	2005	16602
-87.35294	210.88235	0.0	0.6828973	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	212.64706	0.0	0.6610441	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	214.41176	0.0	0.6373614	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	216.17647	0.0	0.6122962	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	217.94118	0.0	0.5861865	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	219.70589	0.0	0.5592902	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	221.47058	0.0	0.531803	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	223.23529	0.0	0.5038706	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	225.0	0.0	0.47559652	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	226.76471	0.0	0.4470472	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	228.52942	0.0	0.4182562	001	2566	1.7647059	1.7647059	-0.19445801	1	1	2005	16602
-87.35294	230.29411	65.25242	0.43084285	001	2566	1.7647059	1.7647059	-0.18196106	1	1	2005	16602
